Event	ID	Name			Wwise Object Path	Notes
	322227667	Play_Table_Chair_Bump_SFX			\Default Work Unit\Play_Event\Play_Table_Chair_Bump_SFX	
	457259217	Play_Doll_Position_Arrive_Landing_SFX			\Default Work Unit\Play_Event\Play_Doll_Position_Arrive_Landing_SFX	
	524237271	Stop_SFX_Scene_Transition_Close			\Default Work Unit\Stop_Event\Stop_SFX_Scene_Transition_Close	
	637012276	Play_Menu_Level_Music			\Default Work Unit\Play_Event\Play_Menu_Level_Music	
	736602215	Play_Doll_Skill_Cast_SFX			\Default Work Unit\Play_Event\Play_Doll_Skill_Cast_SFX	
	756317691	Play_Doll_Move_Prepare_Quick_SFX			\Default Work Unit\Play_Event\Play_Doll_Move_Prepare_Quick_SFX	
	833230064	Play_Level_1			\Default Work Unit\Play_Event\Play_Level_1	
	1010511585	Play_Doll_Mask_Switch_Effect_SFX			\Default Work Unit\Play_Event\Play_Doll_Mask_Switch_Effect_SFX	
	1120323365	Play_Crown_Glow_SFX			\Default Work Unit\Play_Event\Play_Crown_Glow_SFX	
	2119739952	Play_LionMask_Fit_SFX			\Default Work Unit\Play_Event\Play_LionMask_Fit_SFX	
	2453267296	Play_Victory			\Default Work Unit\Music_Event\Play_Victory	
	2708270198	Play_Mask_Special_SFX			\Default Work Unit\Play_Event\Play_Mask_Special_SFX	
	2794729210	Play_CatMask_Fit_SFX			\Default Work Unit\Play_Event\Play_CatMask_Fit_SFX	
	3410823607	Play_MouseMask_Fit_SFX			\Default Work Unit\Play_Event\Play_MouseMask_Fit_SFX	
	3443543745	Play_SFX_Scene_Transition_Close			\Default Work Unit\Play_Event\Play_SFX_Scene_Transition_Close	
	3522410409	Play_Doll_Select_Highlight_SFX			\Default Work Unit\Play_Event\Play_Doll_Select_Highlight_SFX	
	4014052856	Play_SFX_CapturePoint_Trigger_02			\Default Work Unit\Play_Event\Play_SFX_CapturePoint_Trigger_02	
	4014052857	Play_SFX_CapturePoint_Trigger_03			\Default Work Unit\Play_Event\Play_SFX_CapturePoint_Trigger_03	
	4014052859	Play_SFX_CapturePoint_Trigger_01			\Default Work Unit\Play_Event\Play_SFX_CapturePoint_Trigger_01	
	4014052862	Play_SFX_CapturePoint_Trigger_04			\Default Work Unit\Play_Event\Play_SFX_CapturePoint_Trigger_04	
	4227241441	Play_FoxMask_Fit_SFX			\Default Work Unit\Play_Event\Play_FoxMask_Fit_SFX	

Effect plug-ins	ID	Name	Type				Notes
	523821878	Doll_Move_Prepare_Quick_SFX	.cache\65\{65F21295-F8FA-7874-0091-2D775CDD88B4}.wem		\Containers\Default Work Unit\SFX\Doll_SFX\Doll_Move_Prepare_Quick_SFX		1059048
	542803814	FoxMask_Fit_SFX	.cache\DE\{DEC192DC-EE30-20FF-3AC7-6D99CE69E9C1}.wem		\Containers\Default Work Unit\SFX\Mask_SFX\FoxMask_Fit_SFX\FoxMask_Fit_SFX		98656
	578473524	MouseMask_Fit_SFX_01	.cache\8A\{8A7986C7-762A-4431-8BE3-A88235C46A74}.wem		\Containers\Default Work Unit\SFX\Mask_SFX\MouseMask_Fit_SFX\MouseMask_Fit_SFX_01		48124
	598852464	MouseMask_Fit_SFX_02	.cache\7A\{7A0955AF-30AA-2762-6C04-98780B44E3D5}.wem		\Containers\Default Work Unit\SFX\Mask_SFX\MouseMask_Fit_SFX\MouseMask_Fit_SFX_02		112968
	627370399	LionMask_Fit_SFX_02	.cache\4A\{4A48C49D-026C-FF11-C783-440F49BFDF83}.wem		\Containers\Default Work Unit\SFX\Mask_SFX\LionMask_Fit_SFX\LionMask_Fit_SFX_02		207276
	658065189	SFX_CapturePoint_Trigger_01	.cache\A7\{A75476A3-4A14-5324-35F2-AF81853F481A}.wem		\Containers\Default Work Unit\SFX\Scene_SFX\SFX_CapturePoint_Trigger\SFX_CapturePoint_Trigger_01		538008
	685211774	Doll_Position_Arrive_Landing_SFX	.cache\87\{8711C4DD-E25A-32EB-F7FC-7664F573F987}.wem		\Containers\Default Work Unit\SFX\Doll_SFX\Doll_Position_Arrive_Landing_SFX		1059048
	689448774	Doll_Skill_Cast_SFX	.cache\0D\{0D113B4B-9A13-4A9C-0731-606F395ED650}.wem		\Containers\Default Work Unit\SFX\Skill_SFX\Doll_Skill_Cast_SFX		214576
	691230451	Crown_Glow_SFX	.cache\FD\{FD4B0CDF-6047-D2EE-6D29-1AF682D39BE5}.wem		\Containers\Default Work Unit\SFX\Skill_SFX\Crown_Glow_SFX		232240
	693602815	CatMask_Fit_SFX_02	.cache\49\{49E95F88-1B85-0BBB-B8E9-635F2B77BEE4}.wem		\Containers\Default Work Unit\SFX\Mask_SFX\CatMask_Fit_SFX\CatMask_Fit_SFX_02		142708
	714396357	Doll_Mask_Switch_Effect_SFX	.cache\2C\{2C59A7FE-7DC3-1B44-CC9F-BF26C5252402}.wem		\Containers\Default Work Unit\SFX\Doll_SFX\Doll_Mask_Switch_Effect_SFX		1059048
	736329114	MouseMask_Fit_SFX	.cache\02\{021220C8-6762-293C-966B-F8FE052E462C}.wem		\Containers\Default Work Unit\SFX\Mask_SFX\MouseMask_Fit_SFX\MouseMask_Fit_SFX		56564
	753170298	SFX_CapturePoint_Trigger_04	.cache\0B\{0BA22CDD-38A3-F5F2-5810-25D582F84944}.wem		\Containers\Default Work Unit\SFX\Scene_SFX\SFX_CapturePoint_Trigger\SFX_CapturePoint_Trigger_04		591844
	802017264	Mask_Special_SFX	.cache\C0\{C0B34D04-183F-AD97-C446-18F3041F209E}.wem		\Containers\Default Work Unit\SFX\Skill_SFX\Mask_Special_SFX		362612
	840203186	Mask_Doll_A_Clear_Dream_Loop	.cache\6F\{6FD7D6AA-CE6D-FC2A-F778-EFF54A461A51}.wem		\Containers\Default Work Unit\Music\Mask_Doll_A_Clear_Dream\Mask_Doll_A_Clear_Dream_Loop		16279536
	859764553	SFX_Scene_Transition_Close	.cache\8E\{8E78B51E-2FCD-D0F2-35DB-7FDD4990F5E7}.wem		\Containers\Default Work Unit\SFX\Scene_SFX\SFX_Scene_Transition\SFX_Scene_Transition_Close		797116
	903092708	CatMask_Fit_SFX_01	.cache\3E\{3E5064AA-2D72-B023-024A-7DC7516FD1F8}.wem		\Containers\Default Work Unit\SFX\Mask_SFX\CatMask_Fit_SFX\CatMask_Fit_SFX_01		155444
	1003639679	Victory	.cache\E7\{E710207F-BF45-BCA0-2626-46A21684C387}.wem		\Containers\Default Work Unit\Music\Victory		814316

